cgpa,clarity,workload,strictness,fairness,historical_grade
7.8,3.51,2.9,3.0,3.54,10
7.69,3.51,2.9,3.0,3.54,8
7.02,3.51,2.9,3.0,3.54,7
7.76,3.51,2.9,3.0,3.54,7
8.78,3.51,2.9,3.0,3.54,10
9.08,3.51,2.9,3.0,3.54,9
6.92,3.51,2.9,3.0,3.54,8
7.13,3.51,2.9,3.0,3.54,8
7.08,3.51,2.9,3.0,3.54,7
8.07,3.51,2.9,3.0,3.54,8
7.43,3.51,2.9,3.0,3.54,8
7.31,3.51,2.9,3.0,3.54,8
8.19,3.51,2.9,3.0,3.54,8
7.68,3.51,2.9,3.0,3.54,9
9.04,3.51,2.9,3.0,3.54,9
9.39,3.51,2.9,3.0,3.54,10
7.94,3.51,2.9,3.0,3.54,8
8.76,3.51,2.9,3.0,3.54,10
9.08,3.51,2.9,3.0,3.54,9
6.7,3.51,2.9,3.0,3.54,7
9.39,3.51,2.9,3.0,3.54,10
8.88,3.51,2.9,3.0,3.54,10
6.02,3.51,2.9,3.0,3.54,6
6.46,3.51,2.9,3.0,3.54,6
8.6,3.0,2.22,2.0,4.11,9
7.4,3.0,2.22,2.0,4.11,8
6.03,3.0,2.22,2.0,4.11,7
5.9,3.0,2.22,2.0,4.11,6
7.97,3.0,2.22,2.0,4.11,9
5.94,3.0,2.22,2.0,4.11,7
7.44,3.0,2.22,2.0,4.11,9
6.02,3.0,2.22,2.0,4.11,7
7.45,3.0,2.22,2.0,4.11,9
8.69,3.5,2.94,3.0,3.44,9
7.54,3.5,2.94,3.0,3.44,7
7.24,3.5,2.94,3.0,3.44,7
7.2,3.5,2.94,3.0,3.44,7
6.23,3.5,2.94,3.0,3.44,6
7.34,3.5,2.94,3.0,3.44,8
7.8,3.5,2.94,3.0,3.44,7
6.95,3.5,2.94,3.0,3.44,7
8.27,3.5,2.94,3.0,3.44,9
6.31,3.5,2.94,3.0,3.44,6
6.71,3.5,2.94,3.0,3.44,8
9.1,3.5,2.94,3.0,3.44,9
7.4,3.5,2.94,3.0,3.44,7
7.35,3.5,2.94,3.0,3.44,8
7.59,3.5,2.94,3.0,3.44,8
9.05,3.5,2.94,3.0,3.44,10
7.32,3.5,2.94,3.0,3.44,8
7.64,3.5,2.94,3.0,3.44,8
7.83,3.5,2.94,3.0,3.44,9
8.22,3.5,2.94,3.0,3.44,8
8.62,3.5,2.94,3.0,3.44,10
6.84,3.5,2.94,3.0,3.44,7
8.6,3.5,2.94,3.0,3.44,9
9.27,3.5,2.94,3.0,3.44,10
8.57,3.5,2.94,3.0,3.44,9
7.56,3.5,2.94,3.0,3.44,8
6.93,3.5,2.94,3.0,3.44,7
8.64,3.5,2.94,3.0,3.44,9
7.4,3.5,2.94,3.0,3.44,8
7.49,3.5,2.94,3.0,3.44,8
7.63,3.5,2.94,3.0,3.44,8
6.03,3.5,2.94,3.0,3.44,6
7.14,3.5,2.94,3.0,3.44,8
7.82,3.5,2.94,3.0,3.44,9
8.15,3.5,2.94,3.0,3.44,8
5.9,3.5,2.94,3.0,3.44,6
7.24,3.57,3.29,3.0,3.57,8
7.4,3.57,3.29,3.0,3.57,8
6.84,3.57,3.29,3.0,3.57,7
7.56,3.57,3.29,3.0,3.57,8
5.94,3.57,3.29,3.0,3.57,6
6.57,3.57,3.29,3.0,3.57,7
7.24,3.57,3.29,3.0,3.57,8
6.95,1.5,4.5,4.0,1.9,6
7.4,1.5,4.5,4.0,1.9,7
6.93,1.5,4.5,4.0,1.9,5
8.95,1.5,4.5,4.0,1.9,7
5.48,1.5,4.5,4.0,1.9,3
8.55,1.5,4.5,4.0,1.9,8
7.67,1.5,4.5,4.0,1.9,7
7.24,1.5,4.5,4.0,1.9,6
8.54,1.5,4.5,4.0,1.9,7
8.09,1.5,4.5,4.0,1.9,6
8.75,4.5,2.33,2.83,4.5,10
8.5,4.5,2.33,2.83,4.5,9
9.36,4.5,2.33,2.83,4.5,10
8.11,4.5,2.33,2.83,4.5,9
7.54,4.5,2.33,2.83,4.5,9
7.2,4.5,2.33,2.83,4.5,7
6.71,4.5,2.33,2.83,4.5,8
8.62,4.5,2.33,2.83,4.5,10
7.49,4.5,2.33,2.83,4.5,10
6.6,4.5,2.33,2.83,4.5,7
8.0,4.5,2.33,2.83,4.5,9
6.87,4.5,2.33,2.83,4.5,8
6.23,1.29,4.29,4.0,2.0,4
7.59,1.29,4.29,4.0,2.0,6
9.27,1.29,4.29,4.0,2.0,7
8.57,1.29,4.29,4.0,2.0,8
7.56,1.29,4.29,4.0,2.0,7
6.82,1.29,4.29,4.0,2.0,5
8.28,1.29,4.29,4.0,2.0,8
6.2,3.38,3.0,3.0,3.52,5
7.34,3.38,3.0,3.0,3.52,7
7.8,3.38,3.0,3.0,3.52,7
6.71,3.38,3.0,3.0,3.52,7
7.35,3.38,3.0,3.0,3.52,8
7.32,3.38,3.0,3.0,3.52,7
8.22,3.38,3.0,3.0,3.52,8
7.49,3.38,3.0,3.0,3.52,8
6.03,3.38,3.0,3.0,3.52,6
7.14,3.38,3.0,3.0,3.52,8
6.35,3.38,3.0,3.0,3.52,7
8.13,3.38,3.0,3.0,3.52,9
7.68,3.38,3.0,3.0,3.52,7
8.54,3.38,3.0,3.0,3.52,10
6.82,3.38,3.0,3.0,3.52,6
7.92,3.38,3.0,3.0,3.52,9
6.52,3.38,3.0,3.0,3.52,7
7.69,3.38,3.0,3.0,3.52,8
8.74,3.38,3.0,3.0,3.52,9
8.0,3.38,3.0,3.0,3.52,8
7.72,3.38,3.0,3.0,3.52,9
8.27,3.0,1.89,2.0,4.22,9
9.05,3.0,1.89,2.0,4.22,10
7.82,3.0,1.89,2.0,4.22,9
8.25,3.0,1.89,2.0,4.22,10
8.95,3.0,1.89,2.0,4.22,10
6.82,3.0,1.89,2.0,4.22,7
7.53,3.0,1.89,2.0,4.22,8
7.23,3.0,1.89,2.0,4.22,7
7.24,3.0,1.89,2.0,4.22,8
8.69,3.62,2.95,3.0,3.52,10
7.54,3.62,2.95,3.0,3.52,8
7.2,3.62,2.95,3.0,3.52,7
9.1,3.62,2.95,3.0,3.52,9
7.64,3.62,2.95,3.0,3.52,8
7.83,3.62,2.95,3.0,3.52,9
6.84,3.62,2.95,3.0,3.52,7
7.63,3.62,2.95,3.0,3.52,8
6.41,3.62,2.95,3.0,3.52,6
7.42,3.62,2.95,3.0,3.52,7
8.55,3.62,2.95,3.0,3.52,9
6.23,3.62,2.95,3.0,3.52,6
7.68,3.62,2.95,3.0,3.52,8
6.39,3.62,2.95,3.0,3.52,6
8.54,3.62,2.95,3.0,3.52,9
7.49,3.62,2.95,3.0,3.52,8
6.82,3.62,2.95,3.0,3.52,7
7.92,3.62,2.95,3.0,3.52,8
6.52,3.62,2.95,3.0,3.52,7
7.69,3.62,2.95,3.0,3.52,9
8.07,3.62,2.95,3.0,3.52,9
8.05,4.08,4.32,4.52,3.04,8
7.53,4.08,4.32,4.52,3.04,7
7.96,4.08,4.32,4.52,3.04,8
8.52,4.08,4.32,4.52,3.04,7
6.24,4.08,4.32,4.52,3.04,5
8.82,4.08,4.32,4.52,3.04,8
7.26,4.08,4.32,4.52,3.04,7
8.03,4.08,4.32,4.52,3.04,8
8.36,4.08,4.32,4.52,3.04,9
6.81,4.08,4.32,4.52,3.04,7
7.18,4.08,4.32,4.52,3.04,6
7.37,4.08,4.32,4.52,3.04,8
6.8,4.08,4.32,4.52,3.04,6
8.01,4.08,4.32,4.52,3.04,8
7.77,4.08,4.32,4.52,3.04,7
7.36,4.08,4.32,4.52,3.04,7
5.9,4.08,4.32,4.52,3.04,6
7.01,4.08,4.32,4.52,3.04,6
6.02,4.08,4.32,4.52,3.04,5
7.97,4.08,4.32,4.52,3.04,7
7.56,4.08,4.32,4.52,3.04,7
6.85,4.08,4.32,4.52,3.04,6
8.14,4.08,4.32,4.52,3.04,8
6.04,4.08,4.32,4.52,3.04,5
7.54,4.08,4.32,4.52,3.04,7
7.89,3.0,2.08,2.0,4.19,10
8.05,3.0,2.08,2.0,4.19,10
7.53,3.0,2.08,2.0,4.19,8
7.96,3.0,2.08,2.0,4.19,9
8.52,3.0,2.08,2.0,4.19,9
6.24,3.0,2.08,2.0,4.19,7
8.82,3.0,2.08,2.0,4.19,10
7.26,3.0,2.08,2.0,4.19,8
8.03,3.0,2.08,2.0,4.19,9
8.36,3.0,2.08,2.0,4.19,10
6.81,3.0,2.08,2.0,4.19,7
7.18,3.0,2.08,2.0,4.19,8
7.37,3.0,2.08,2.0,4.19,8
6.8,3.0,2.08,2.0,4.19,8
8.01,3.0,2.08,2.0,4.19,9
7.77,3.0,2.08,2.0,4.19,9
7.36,3.0,2.08,2.0,4.19,8
5.9,3.0,2.08,2.0,4.19,7
7.01,3.0,2.08,2.0,4.19,8
6.02,3.0,2.08,2.0,4.19,8
7.97,3.0,2.08,2.0,4.19,10
7.56,3.0,2.08,2.0,4.19,9
6.85,3.0,2.08,2.0,4.19,8
8.14,3.0,2.08,2.0,4.19,9
6.04,3.0,2.08,2.0,4.19,6
7.54,3.0,2.08,2.0,4.19,8
8.05,3.0,2.04,2.0,4.16,9
7.53,3.0,2.04,2.0,4.16,8
7.96,3.0,2.04,2.0,4.16,9
8.52,3.0,2.04,2.0,4.16,10
6.24,3.0,2.04,2.0,4.16,7
8.82,3.0,2.04,2.0,4.16,10
7.26,3.0,2.04,2.0,4.16,8
8.03,3.0,2.04,2.0,4.16,9
8.36,3.0,2.04,2.0,4.16,10
6.81,3.0,2.04,2.0,4.16,8
7.18,3.0,2.04,2.0,4.16,8
7.37,3.0,2.04,2.0,4.16,8
6.8,3.0,2.04,2.0,4.16,8
8.01,3.0,2.04,2.0,4.16,8
7.77,3.0,2.04,2.0,4.16,8
7.36,3.0,2.04,2.0,4.16,9
5.9,3.0,2.04,2.0,4.16,7
7.01,3.0,2.04,2.0,4.16,8
6.02,3.0,2.04,2.0,4.16,8
7.97,3.0,2.04,2.0,4.16,8
7.56,3.0,2.04,2.0,4.16,9
6.85,3.0,2.04,2.0,4.16,7
8.14,3.0,2.04,2.0,4.16,9
6.04,3.0,2.04,2.0,4.16,7
7.54,3.0,2.04,2.0,4.16,8
8.05,3.44,3.04,3.0,3.44,8
7.53,3.44,3.04,3.0,3.44,8
7.96,3.44,3.04,3.0,3.44,8
8.52,3.44,3.04,3.0,3.44,9
6.24,3.44,3.04,3.0,3.44,6
8.82,3.44,3.04,3.0,3.44,9
7.26,3.44,3.04,3.0,3.44,7
8.03,3.44,3.04,3.0,3.44,9
8.36,3.44,3.04,3.0,3.44,9
6.81,3.44,3.04,3.0,3.44,7
7.18,3.44,3.04,3.0,3.44,7
7.37,3.44,3.04,3.0,3.44,7
6.8,3.44,3.04,3.0,3.44,7
8.01,3.44,3.04,3.0,3.44,9
7.77,3.44,3.04,3.0,3.44,8
7.36,3.44,3.04,3.0,3.44,7
5.9,3.44,3.04,3.0,3.44,6
7.01,3.44,3.04,3.0,3.44,7
6.02,3.44,3.04,3.0,3.44,6
7.97,3.44,3.04,3.0,3.44,9
7.56,3.44,3.04,3.0,3.44,7
6.85,3.44,3.04,3.0,3.44,8
8.14,3.44,3.04,3.0,3.44,8
6.04,3.44,3.04,3.0,3.44,6
7.54,3.44,3.04,3.0,3.44,8
8.53,4.67,2.37,2.41,4.67,9
7.89,4.67,2.37,2.41,4.67,10
8.05,4.67,2.37,2.41,4.67,10
7.53,4.67,2.37,2.41,4.67,9
7.96,4.67,2.37,2.41,4.67,9
8.52,4.67,2.37,2.41,4.67,10
6.24,4.67,2.37,2.41,4.67,7
8.82,4.67,2.37,2.41,4.67,10
7.26,4.67,2.37,2.41,4.67,9
8.03,4.67,2.37,2.41,4.67,10
8.36,4.67,2.37,2.41,4.67,10
6.81,4.67,2.37,2.41,4.67,8
7.18,4.67,2.37,2.41,4.67,8
7.37,4.67,2.37,2.41,4.67,9
6.8,4.67,2.37,2.41,4.67,8
8.01,4.67,2.37,2.41,4.67,10
7.77,4.67,2.37,2.41,4.67,9
7.36,4.67,2.37,2.41,4.67,8
5.9,4.67,2.37,2.41,4.67,7
7.01,4.67,2.37,2.41,4.67,8
6.02,4.67,2.37,2.41,4.67,7
7.97,4.67,2.37,2.41,4.67,10
7.56,4.67,2.37,2.41,4.67,10
6.85,4.67,2.37,2.41,4.67,8
8.14,4.67,2.37,2.41,4.67,9
6.04,4.67,2.37,2.41,4.67,6
7.54,4.67,2.37,2.41,4.67,10
8.61,4.54,2.54,2.58,4.5,10
7.81,4.54,2.54,2.58,4.5,9
9.18,4.54,2.54,2.58,4.5,10
6.36,4.54,2.54,2.58,4.5,7
7.81,4.54,2.54,2.58,4.5,10
7.1,4.54,2.54,2.58,4.5,8
7.67,4.54,2.54,2.58,4.5,8
6.66,4.54,2.54,2.58,4.5,7
7.42,4.54,2.54,2.58,4.5,9
8.24,4.54,2.54,2.58,4.5,8
8.54,4.54,2.54,2.58,4.5,10
7.15,4.54,2.54,2.58,4.5,8
7.78,4.54,2.54,2.58,4.5,10
8.35,4.54,2.54,2.58,4.5,10
7.36,4.54,2.54,2.58,4.5,8
5.76,4.54,2.54,2.58,4.5,7
7.09,4.54,2.54,2.58,4.5,8
8.17,4.54,2.54,2.58,4.5,10
6.8,4.54,2.54,2.58,4.5,8
6.3,4.54,2.54,2.58,4.5,8
8.07,4.54,2.54,2.58,4.5,9
8.18,4.54,2.54,2.58,4.5,10
7.24,4.54,2.54,2.58,4.5,8
7.02,4.54,2.54,2.58,4.5,7
8.61,3.58,3.04,3.0,3.5,10
7.81,3.58,3.04,3.0,3.5,8
9.18,3.58,3.04,3.0,3.5,10
6.36,3.58,3.04,3.0,3.5,6
7.81,3.58,3.04,3.0,3.5,8
7.1,3.58,3.04,3.0,3.5,7
7.67,3.58,3.04,3.0,3.5,7
6.66,3.58,3.04,3.0,3.5,6
7.42,3.58,3.04,3.0,3.5,8
8.24,3.58,3.04,3.0,3.5,9
8.54,3.58,3.04,3.0,3.5,9
7.15,3.58,3.04,3.0,3.5,8
7.78,3.58,3.04,3.0,3.5,8
8.35,3.58,3.04,3.0,3.5,9
7.36,3.58,3.04,3.0,3.5,7
5.76,3.58,3.04,3.0,3.5,5
7.09,3.58,3.04,3.0,3.5,8
8.17,3.58,3.04,3.0,3.5,9
6.8,3.58,3.04,3.0,3.5,6
6.3,3.58,3.04,3.0,3.5,7
8.07,3.58,3.04,3.0,3.5,8
8.18,3.58,3.04,3.0,3.5,8
7.24,3.58,3.04,3.0,3.5,8
7.02,3.58,3.04,3.0,3.5,7
9.21,4.68,2.56,2.48,4.64,10
8.61,4.68,2.56,2.48,4.64,10
7.81,4.68,2.56,2.48,4.64,9
9.18,4.68,2.56,2.48,4.64,10
6.36,4.68,2.56,2.48,4.64,7
7.81,4.68,2.56,2.48,4.64,9
7.1,4.68,2.56,2.48,4.64,8
7.67,4.68,2.56,2.48,4.64,8
6.66,4.68,2.56,2.48,4.64,9
7.42,4.68,2.56,2.48,4.64,9
8.24,4.68,2.56,2.48,4.64,10
8.54,4.68,2.56,2.48,4.64,10
7.15,4.68,2.56,2.48,4.64,8
7.78,4.68,2.56,2.48,4.64,9
8.35,4.68,2.56,2.48,4.64,10
7.36,4.68,2.56,2.48,4.64,8
5.76,4.68,2.56,2.48,4.64,6
7.09,4.68,2.56,2.48,4.64,9
8.17,4.68,2.56,2.48,4.64,10
6.8,4.68,2.56,2.48,4.64,8
6.3,4.68,2.56,2.48,4.64,8
8.07,4.68,2.56,2.48,4.64,10
8.18,4.68,2.56,2.48,4.64,10
7.24,4.68,2.56,2.48,4.64,9
7.02,4.68,2.56,2.48,4.64,8
8.61,4.13,4.46,4.58,3.08,8
7.81,4.13,4.46,4.58,3.08,7
9.18,4.13,4.46,4.58,3.08,9
6.36,4.13,4.46,4.58,3.08,5
7.81,4.13,4.46,4.58,3.08,7
7.1,4.13,4.46,4.58,3.08,7
7.67,4.13,4.46,4.58,3.08,7
6.66,4.13,4.46,4.58,3.08,7
7.42,4.13,4.46,4.58,3.08,7
8.24,4.13,4.46,4.58,3.08,8
8.54,4.13,4.46,4.58,3.08,8
7.15,4.13,4.46,4.58,3.08,6
7.78,4.13,4.46,4.58,3.08,7
8.35,4.13,4.46,4.58,3.08,8
7.36,4.13,4.46,4.58,3.08,6
5.76,4.13,4.46,4.58,3.08,6
7.09,4.13,4.46,4.58,3.08,6
8.17,4.13,4.46,4.58,3.08,8
6.8,4.13,4.46,4.58,3.08,6
6.3,4.13,4.46,4.58,3.08,6
8.07,4.13,4.46,4.58,3.08,8
8.18,4.13,4.46,4.58,3.08,8
7.24,4.13,4.46,4.58,3.08,6
7.02,4.13,4.46,4.58,3.08,6
9.21,4.72,2.48,2.56,4.48,10
8.61,4.72,2.48,2.56,4.48,10
7.81,4.72,2.48,2.56,4.48,8
9.18,4.72,2.48,2.56,4.48,10
6.36,4.72,2.48,2.56,4.48,7
7.81,4.72,2.48,2.56,4.48,10
7.1,4.72,2.48,2.56,4.48,8
7.67,4.72,2.48,2.56,4.48,10
6.66,4.72,2.48,2.56,4.48,8
7.42,4.72,2.48,2.56,4.48,9
8.24,4.72,2.48,2.56,4.48,10
8.54,4.72,2.48,2.56,4.48,10
7.15,4.72,2.48,2.56,4.48,8
7.78,4.72,2.48,2.56,4.48,8
8.35,4.72,2.48,2.56,4.48,9
7.36,4.72,2.48,2.56,4.48,9
5.76,4.72,2.48,2.56,4.48,7
7.09,4.72,2.48,2.56,4.48,8
8.17,4.72,2.48,2.56,4.48,10
6.8,4.72,2.48,2.56,4.48,8
6.3,4.72,2.48,2.56,4.48,8
8.07,4.72,2.48,2.56,4.48,9
8.18,4.72,2.48,2.56,4.48,10
7.24,4.72,2.48,2.56,4.48,8
7.02,4.72,2.48,2.56,4.48,8
6.36,3.33,3.0,3.0,3.0,6
7.36,3.33,3.0,3.0,3.0,7
5.76,3.33,3.0,3.0,3.0,6
8.53,4.0,5.0,4.33,3.0,8
6.36,4.0,5.0,4.33,3.0,5
5.76,4.0,5.0,4.33,3.0,5
9.21,3.68,3.09,3.0,3.55,10
8.26,3.68,3.09,3.0,3.55,9
7.28,3.68,3.09,3.0,3.55,7
6.91,3.68,3.09,3.0,3.55,7
8.61,3.68,3.09,3.0,3.55,10
7.81,3.68,3.09,3.0,3.55,9
9.18,3.68,3.09,3.0,3.55,9
7.81,3.68,3.09,3.0,3.55,8
6.66,3.68,3.09,3.0,3.55,6
8.24,3.68,3.09,3.0,3.55,8
8.54,3.68,3.09,3.0,3.55,10
7.15,3.68,3.09,3.0,3.55,7
7.78,3.68,3.09,3.0,3.55,8
8.35,3.68,3.09,3.0,3.55,10
7.36,3.68,3.09,3.0,3.55,8
5.76,3.68,3.09,3.0,3.55,6
7.09,3.68,3.09,3.0,3.55,7
8.17,3.68,3.09,3.0,3.55,9
6.8,3.68,3.09,3.0,3.55,6
6.3,3.68,3.09,3.0,3.55,6
8.18,3.68,3.09,3.0,3.55,9
7.24,3.68,3.09,3.0,3.55,8
8.61,3.64,2.95,3.0,3.45,8
7.81,3.64,2.95,3.0,3.45,8
9.18,3.64,2.95,3.0,3.45,10
6.36,3.64,2.95,3.0,3.45,6
7.81,3.64,2.95,3.0,3.45,8
7.1,3.64,2.95,3.0,3.45,7
7.67,3.64,2.95,3.0,3.45,7
6.66,3.64,2.95,3.0,3.45,7
8.24,3.64,2.95,3.0,3.45,8
8.54,3.64,2.95,3.0,3.45,9
7.15,3.64,2.95,3.0,3.45,7
7.78,3.64,2.95,3.0,3.45,8
8.35,3.64,2.95,3.0,3.45,8
7.36,3.64,2.95,3.0,3.45,7
5.76,3.64,2.95,3.0,3.45,6
7.09,3.64,2.95,3.0,3.45,7
8.17,3.64,2.95,3.0,3.45,9
6.8,3.64,2.95,3.0,3.45,7
6.3,3.64,2.95,3.0,3.45,6
8.07,3.64,2.95,3.0,3.45,8
8.18,3.64,2.95,3.0,3.45,9
7.02,3.64,2.95,3.0,3.45,8
8.61,3.57,3.1,3.0,3.57,9
7.81,3.57,3.1,3.0,3.57,8
9.18,3.57,3.1,3.0,3.57,10
6.36,3.57,3.1,3.0,3.57,6
7.81,3.57,3.1,3.0,3.57,9
7.1,3.57,3.1,3.0,3.57,7
7.67,3.57,3.1,3.0,3.57,8
6.66,3.57,3.1,3.0,3.57,7
7.42,3.57,3.1,3.0,3.57,8
8.24,3.57,3.1,3.0,3.57,9
8.54,3.57,3.1,3.0,3.57,9
7.15,3.57,3.1,3.0,3.57,8
8.35,3.57,3.1,3.0,3.57,10
7.36,3.57,3.1,3.0,3.57,7
5.76,3.57,3.1,3.0,3.57,5
8.17,3.57,3.1,3.0,3.57,8
6.8,3.57,3.1,3.0,3.57,7
6.3,3.57,3.1,3.0,3.57,6
8.07,3.57,3.1,3.0,3.57,8
8.18,3.57,3.1,3.0,3.57,8
7.02,3.57,3.1,3.0,3.57,8
8.61,4.0,4.29,4.29,3.24,8
9.18,4.0,4.29,4.29,3.24,9
7.1,4.0,4.29,4.29,3.24,6
7.67,4.0,4.29,4.29,3.24,9
6.66,4.0,4.29,4.29,3.24,5
7.42,4.0,4.29,4.29,3.24,7
8.24,4.0,4.29,4.29,3.24,8
8.54,4.0,4.29,4.29,3.24,9
7.15,4.0,4.29,4.29,3.24,6
7.78,4.0,4.29,4.29,3.24,8
8.35,4.0,4.29,4.29,3.24,8
5.76,4.0,4.29,4.29,3.24,4
7.09,4.0,4.29,4.29,3.24,7
8.07,4.0,4.29,4.29,3.24,7
8.18,4.0,4.29,4.29,3.24,8
7.24,4.0,4.29,4.29,3.24,7
7.02,4.0,4.29,4.29,3.24,5
8.61,4.85,2.54,2.69,4.69,10
9.18,4.85,2.54,2.69,4.69,10
7.1,4.85,2.54,2.69,4.69,8
7.67,4.85,2.54,2.69,4.69,9
6.66,4.85,2.54,2.69,4.69,8
7.42,4.85,2.54,2.69,4.69,8
8.24,4.85,2.54,2.69,4.69,9
7.15,4.85,2.54,2.69,4.69,9
7.09,4.85,2.54,2.69,4.69,9
8.17,4.85,2.54,2.69,4.69,9
6.8,4.85,2.54,2.69,4.69,7
7.24,4.85,2.54,2.69,4.69,8
7.02,4.85,2.54,2.69,4.69,9
8.26,4.45,2.55,2.55,4.5,10
7.28,4.45,2.55,2.55,4.5,10
7.17,4.45,2.55,2.55,4.5,8
6.69,4.45,2.55,2.55,4.5,8
7.6,4.45,2.55,2.55,4.5,9
7.33,4.45,2.55,2.55,4.5,9
5.93,4.45,2.55,2.55,4.5,6
6.61,4.45,2.55,2.55,4.5,7
7.04,4.45,2.55,2.55,4.5,8
7.26,4.45,2.55,2.55,4.5,8
6.91,4.45,2.55,2.55,4.5,8
7.89,4.45,2.55,2.55,4.5,8
5.7,4.45,2.55,2.55,4.5,7
6.73,4.45,2.55,2.55,4.5,9
8.01,4.45,2.55,2.55,4.5,8
8.9,4.45,2.55,2.55,4.5,10
7.12,4.45,2.55,2.55,4.5,9
7.52,4.45,2.55,2.55,4.5,9
7.15,4.45,2.55,2.55,4.5,9
7.95,4.45,2.55,2.55,4.5,9
6.61,4.17,2.5,2.5,4.5,8
7.26,4.17,2.5,2.5,4.5,8
7.89,4.17,2.5,2.5,4.5,9
7.52,4.17,2.5,2.5,4.5,9
7.15,4.17,2.5,2.5,4.5,8
7.95,4.17,2.5,2.5,4.5,9
8.53,4.47,2.53,2.47,4.58,9
9.21,4.47,2.53,2.47,4.58,10
8.26,4.47,2.53,2.47,4.58,10
7.28,4.47,2.53,2.47,4.58,8
6.69,4.47,2.53,2.47,4.58,8
7.6,4.47,2.53,2.47,4.58,8
7.33,4.47,2.53,2.47,4.58,9
5.93,4.47,2.53,2.47,4.58,7
6.61,4.47,2.53,2.47,4.58,7
7.04,4.47,2.53,2.47,4.58,9
7.26,4.47,2.53,2.47,4.58,8
6.91,4.47,2.53,2.47,4.58,9
7.89,4.47,2.53,2.47,4.58,9
6.73,4.47,2.53,2.47,4.58,7
8.01,4.47,2.53,2.47,4.58,10
7.12,4.47,2.53,2.47,4.58,8
7.52,4.47,2.53,2.47,4.58,9
7.15,4.47,2.53,2.47,4.58,10
7.95,4.47,2.53,2.47,4.58,9
8.26,3.53,3.06,3.0,3.41,9
7.28,3.53,3.06,3.0,3.41,8
7.17,3.53,3.06,3.0,3.41,8
6.69,3.53,3.06,3.0,3.41,7
7.6,3.53,3.06,3.0,3.41,8
7.33,3.53,3.06,3.0,3.41,8
5.93,3.53,3.06,3.0,3.41,6
6.61,3.53,3.06,3.0,3.41,7
7.26,3.53,3.06,3.0,3.41,7
6.91,3.53,3.06,3.0,3.41,7
5.7,3.53,3.06,3.0,3.41,5
6.73,3.53,3.06,3.0,3.41,7
8.9,3.53,3.06,3.0,3.41,10
7.12,3.53,3.06,3.0,3.41,7
7.52,3.53,3.06,3.0,3.41,8
7.15,3.53,3.06,3.0,3.41,7
7.95,3.53,3.06,3.0,3.41,8
7.17,3.62,3.08,3.0,3.46,8
7.33,3.62,3.08,3.0,3.46,9
5.93,3.62,3.08,3.0,3.46,5
6.61,3.62,3.08,3.0,3.46,6
7.04,3.62,3.08,3.0,3.46,8
7.26,3.62,3.08,3.0,3.46,7
7.89,3.62,3.08,3.0,3.46,8
5.7,3.62,3.08,3.0,3.46,6
8.01,3.62,3.08,3.0,3.46,9
8.9,3.62,3.08,3.0,3.46,10
7.52,3.62,3.08,3.0,3.46,8
7.95,3.62,3.08,3.0,3.46,8
6.87,3.62,3.08,3.0,3.46,6
8.26,3.38,3.0,3.0,3.46,10
7.17,3.38,3.0,3.0,3.46,7
6.69,3.38,3.0,3.0,3.46,6
7.6,3.38,3.0,3.0,3.46,8
7.33,3.38,3.0,3.0,3.46,7
5.93,3.38,3.0,3.0,3.46,6
7.04,3.38,3.0,3.0,3.46,7
6.91,3.38,3.0,3.0,3.46,7
5.7,3.38,3.0,3.0,3.46,6
6.73,3.38,3.0,3.0,3.46,7
8.9,3.38,3.0,3.0,3.46,9
7.12,3.38,3.0,3.0,3.46,8
7.15,3.38,3.0,3.0,3.46,7
7.99,4.38,2.69,2.46,4.46,9
9.01,4.38,2.69,2.46,4.46,10
7.17,4.38,2.69,2.46,4.46,8
6.69,4.38,2.69,2.46,4.46,7
6.61,4.38,2.69,2.46,4.46,7
7.04,4.38,2.69,2.46,4.46,8
7.26,4.38,2.69,2.46,4.46,9
5.7,4.38,2.69,2.46,4.46,7
6.73,4.38,2.69,2.46,4.46,8
8.01,4.38,2.69,2.46,4.46,9
8.9,4.38,2.69,2.46,4.46,10
7.12,4.38,2.69,2.46,4.46,8
7.95,4.38,2.69,2.46,4.46,9
7.28,4.67,2.67,2.78,4.22,9
7.17,4.67,2.67,2.78,4.22,8
5.93,4.67,2.67,2.78,4.22,7
5.7,4.67,2.67,2.78,4.22,6
6.73,4.67,2.67,2.78,4.22,8
8.01,4.67,2.67,2.78,4.22,9
8.9,4.67,2.67,2.78,4.22,10
7.12,4.67,2.67,2.78,4.22,8
7.52,4.67,2.67,2.78,4.22,8
7.6,3.0,2.0,2.0,4.0,9
7.04,3.0,2.0,2.0,4.0,8
6.91,3.0,2.0,2.0,4.0,7
7.89,3.0,2.0,2.0,4.0,8
7.15,3.0,2.0,2.0,4.0,9
8.26,3.5,3.0,3.0,3.25,9
7.28,3.5,3.0,3.0,3.25,7
6.91,3.5,3.0,3.0,3.25,7
7.24,3.5,3.0,3.0,3.25,7
9.21,3.0,1.0,2.0,5.0,10
9.21,2.0,4.0,4.0,2.0,8
9.21,1.6,4.6,4.0,2.0,8
7.1,1.6,4.6,4.0,2.0,6
7.67,1.6,4.6,4.0,2.0,6
6.66,1.6,4.6,4.0,2.0,6
7.42,1.6,4.6,4.0,2.0,7
7.78,1.6,4.6,4.0,2.0,6
5.76,1.6,4.6,4.0,2.0,4
